name allegiance death_season death_episode killer death_category death_method  // This is the order of input lines, DELETE THIS BEFORE USING
164 // This is the number of input lines in the file, DELETE THIS COMMENT (but not the number) BEFORE USING
Mirri_Maz_Duur None 1 10 Daenerys_Targaryen Fire/Burning Fire
Theon_Greyjoy House_Greyjoy 8 3 Night_King Polearm Spear
Cressen Baratheon 2 1 Melisandre_the_Red_Woman_of_Asshai Poison Poison_(magic?)
Barra None 2 1 Janos_Slynt Blade Knife
Robert_Baratheon House_Baratheon 2 1 City_watch_guard Blade Knife
Robert_Baratheon House_Baratheon 2 1 City_watch_guard Other Water_(drowning)
Robert_Baratheon House_Baratheon 2 1 City_watch_guard Unknown Unknown
Rakharo House_Targaryen 2 2 Unknown_(possible_rival_Dothraki_men) Unknown Unknown
Yoren Night's_Watch 2 3 Amory_Lorch Blade Sword
Lommy Night's_Watch 2 3 Polliver Blade Sword_(Needle)
Renly_Baratheon House_Baratheon 2 5 Melisandre_the_Red_Woman_of_Asshai Magic Shadow_Demon
Tickler Lannister 2 5 Jaqen_Hghar Unknown Unknown
Rodrik_Cassel Stark 2 6 Theon_Greyjoy Blade Sword
Amory_Lorch House_Lannister 2 6 Jaqen_Hghar Poison Poison_dart
Drennan House_Greyjoy 2 6 Osha Blade Knife
Irri House_Targaryen 2 6 Unknown Unknown Unknown
Torrhen_Karstark Stark 2 7 Jaime_Lannister Hands Hands
Jack_Bulwer Night's_Watch 2 7 Theon_Greyjoy Fire/Burning Fire
Jack-Be-Lucky None 2 7 Theon_Greyjoy Fire/Burning Fire
Jacks House_Stark 2 7 Theon_Greyjoy Fire/Burning Fire
Matthos_Seaworth Baratheon 2 9 Bronn Fire/Burning Wildfire
Shireen_Baratheon Baratheon 5 9 Melisandre_the_Red_Woman_of_Asshai Fire/Burning Fire
Harry_Strickland None 8 5 Grey_Worm Polearm Spear
Mandon_Moore Baratheon 2 9 Podrick_Payne Polearm Spear
Eddison_Tollett Night's_Watch 8 3 Wight Blade Sword
Luwin House_Stark 2 10 Osha Blade Knife
Pyat_Pree None 2 10 Daenerys_Targaryen Animal Dragonfire
Myranda_Royce Arryn 5 10 Theon_Greyjoy Falling Falling
Meryn_Trant Lannister 5 10 Arya_Stark Blade Knife
Doreah House_Targaryen 2 10 Daenerys_Targaryen Other Sealed_into_vault
Myrcella_Baratheon Lannister 5 10 Ellaria_Sand Poison Lipstick_poison
Jon_Snow Night's_Watch 5 10 Nights_Watch_brothers_(final_blow:_Olly) Blade Knife
Hoster_Tully House_Tully 3 2 None Other Illness
Qhorin_Halfhand Night's_Watch 2 10 Jon_Snow Blade Sword_(Longclaw)
Xaro_Xhoan_Daxos None 2 10 Daenerys_Targaryen Other Sealed_into_vault
Areo_Hotah House_Martell 6 1 Tyene_Sand Blade Knife
Bannen Night's_Watch 3 4 None Other Broken_foot
Caleotte House_Martell 6 1 Tyene_Sand Blade Knife
Craster None 3 4 Karl_Tanner Blade Knife
Doran_Martell Martell 6 1 Ellaria_Sand Blade Knife
Jeor_Mormont Night's_Watch 3 4 Rast Blade Knife
Kraznys_mo_Nakloz None 3 4 Drogon Animal Dragonfire
Roose_Bolton Stark 6 2 Ramsay_Bolton Blade Knife
Beric_Dondarrion None 3 5 Sandor_the_Hound_Clegane Blade Sword
Qyburn Lannister 8 5 Gregor_the_Mountain_Clegane Bludgeon Bludgeon
Will Night's_Watch 3 5 Karstark_soldier Unknown Unknown
Willem_Lannister House_Lannister 3 5 Karstark_soldier Unknown Unknown
Rickard_Karstark Stark 3 5 Robb_Stark Blade Sword
Bowen_Marsh Night's_Watch 6 3 Jon_Snow Other Hanging
Othell_Yarwyck Night's_Watch 6 3 Jon_Snow Other Hanging
Alliser_Thorne Night's_Watch 6 3 Jon_Snow Other Hanging
Alan_of_Rosby Night's_Watch 3 6 Joffrey_Baratheon Arrow Arrow
Roslin_Frey None 3 6 Joffrey_Baratheon Arrow Arrow
Gyles_Rosby Lannister 3 6 Joffrey_Baratheon Arrow Arrow
Big_Walder_Frey None 6 10 Arya_Stark Blade Knife
Black_Walder_Frey None 6 10 Arya_Stark Blade Knife
Walder_Frey None 6 10 Arya_Stark Blade Knife
Little_Walder_Frey None 6 10 Arya_Stark Blade Knife
Aggo House_Targaryen 6 4 Daario_Naharis Blade Knife
Iggo None 6 4 Daario_Naharis Hands Hands
Lothar_Frey None 6 10 Arya_Stark Unknown Unknown
Mero None 3 8 Daario_Naharis Unknown Unknown
Osha House_Stark 6 4 Ramsay_Bolton Blade Knife
Prendahl_na_Ghezn None 3 8 Daario_Naharis Unknown Unknown
Walder_Rivers None 6 10 Arya_Stark Unknown Unknown
Jaime_Lannister Lannister 8 5 Drogon Crushing Rubble
Cersei_Lannister House_Lannister 8 5 Drogon Crushing Rubble
Jorah_Mormont Targaryen 8 3 Wight Blade Sword
Daenerys_Targaryen House_Targaryen 8 6 Jon_Snow Blade Knife
Melisandre Baratheon 8 3 Melisandre_the_Red_Woman_of_Asshai Magic Magic
Missandei House_Targaryen 8 4 Gregor_the_Mountain_Clegane Blade Sword
Moro None 6 4 Daenerys_Targaryen Fire/Burning Fire
Moro None 6 4 Daenerys_Targaryen Fire/Burning Fire
Moro None 6 4 Daenerys_Targaryen Fire/Burning Fire
Orell Wildling 3 9 Jon_Snow Blade Sword
Varys Targaryen 8 5 Drogon Animal Dragonfire
Robb_Stark House_Stark 3 9 Roose_Bolton Blade Knife
Ben None 7 6 Wight Unknown Unknown
Benjen_Stark Night's_Watch 7 6 Wight Unknown Unknown
Petyr_Baelish None 7 7 Arya_Stark Blade Valyrian_steel_dagger
Polliver None 4 1 Arya_Stark Blade Sword_(Needle)
Axell_Florent Baratheon 4 2 Melisandre_the_Red_Woman_of_Asshai Fire/Burning Fire
Joffrey_Baratheon House_Lannister 4 2 Olenna_Tyrell Poison Poison
Dontos_Hollard None 4 3 Baelish_soldier Arrow Arrow
Obara_Sand House_Martell 7 2 Euron_Greyjoy Polearm Spear
Hod None 6 5 Wight Hands Hands
Hodor House_Stark 6 5 Wight Hands Hands
Nymeria_Sand House_Martell 7 2 Euron_Greyjoy Hands Hands/Whip
Tyene_Sand House_Martell 7 3 Cersei_Lannister Poison Poison
Raymar_Royce Arryn 6 7 Brotherhood_Without_Banners_rogue Other Hanging
Raymun_Darry Targaryen 6 7 Brotherhood_Without_Banners_rogue Other Hanging
Raymund_Frey None 6 7 Brotherhood_Without_Banners_rogue Other Hanging
Raynald_Westerling Stark 6 7 Brotherhood_Without_Banners_rogue Other Hanging
Mance_Rayder Wildling 6 7 Brotherhood_Without_Banners_rogue Other Hanging
Ondrew_Locke Stark 4 5 Hodor/Bran_Stark Hands Hands
Donnel_Locke Stark 4 5 Hodor/Bran_Stark Hands Hands
Mallador_Locke Night's_Watch 4 5 Hodor/Bran_Stark Hands Hands
Rast Night's_Watch 4 5 Ghost Animal Direwolf_teeth
Lem None 6 8 Sandor_the_Hound_Clegane Other Hanging
Waif None 6 8 Arya_Stark Blade Sword_(Needle)
Biter None 4 7 Sandor_the_Hound_Clegane Hands Hands
Rorge None 4 7 Arya_Stark Blade Sword_(Needle)
Ralf_Kenning Greyjoy 4 8 Greyjoy_soldier Axe Axe
Oberyn_Martell House_Martell 4 8 Gregor_the_Mountain_Clegane Hands Hands
Rickon_Stark House_Stark 6 9 Ramsay_Bolton Arrow Arrow
Thoros None 7 6 None Other Freezing
Pypar Night's_Watch 4 9 Ygritte Arrow Arrow
Grenn Night's_Watch 4 9 Wildling_giant Unknown Unknown
Styr Wildling 4 9 Jon_Snow Bludgeon Hammer
Ygritte Wildling 4 9 Olly Arrow Arrow
Beric_Dondarrion None 8 3 Wight Blade Sword
Randyll_Tarly Tyrell 7 5 Drogon Animal Dragonfire
Jojen_Reed Stark 4 10 Meera_Reed Blade Knife
Shae Lannister 4 10 Tyrion_Lannister Hands Hands/Necklace
Tywin_Lannister House_Lannister 4 10 Tyrion_Lannister Arrow Arrow
Mance_Rayder Wildling 5 1 Jon_Snow Arrow Arrow
Mossador House_Targaryen 5 2 Daario_Naharis Blade Arakh
Janos_Slynt None 5 3 Jon_Snow Blade Sword_(Longclaw)
Jon_Umber_(Greatjon) Stark 6 9 Tormund Blade Knife
Jon_Umber_(Smalljon) Stark 6 9 Tormund Blade Knife
